sku_record_id,geo_market,brand_name,category,sub_category,product_portfolio,product_name,product_description,variant_flavor_scent,pack_size,form_factor,upc_or_gtin,retailer_sku_id,retailer,product_url,source_type,confidence,date_collected
CL-USA-ELTAMD-1421,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),"EltaMD UV AOX Elements Broad-Spectrum SPF 50, 1.7 oz","A tinted mineral sunscreen designed to help protect skin while enhancing its natural appearance. Formulated with antioxidants and gentle mineral filters, it provides broad-spectrum UVA and UVB protection while supporting skin against environmental damage.",n.a.,1.7 oz,Sunscreen,827854110118,1008812605,Target,https://www.target.com/p/eltamd-uv-aox-elements-broad-spectrum-spf-50-1-7-oz/-/A-1008812605,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1422,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),"EltaMD UV AOX Eye Broad-Spectrum SPF 30, Protective Eye Cream to Shield and Hydrate Delicate Skin",A targeted eye-area sunscreen designed to protect delicate skin from sun-related damage and environmental stressors. The lightweight formula provides broad-spectrum SPF 30 protection against UVA and UVB rays and wears well under makeup.,n.a.,0.4 oz,Cream / Lotion,827854110217,1008812633,Target,https://www.target.com/p/eltamd-uv-aox-eye-broad-spectrum-spf-30-0-4-oz/-/A-1008812633,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1423,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV AOX Mist Broad Spectrum SPF 40 Face and Body Sunscreen,"This all-mineral body and face mist sunscreen provides broad-spectrum SPF 40 protection against UVA and UVB rays. It includes Vitamin C, Vitamin E, Aloe Vera, and Coconut Fruit Extract and is described as a lightweight formula that applies easily and evenly without greasy residue.",n.a.,5 oz 2 Pack,Spray,840229814916,1000054384,Target,https://www.target.com/p/eltamd-uv-aox-mist-broad-spectrum-spf-40-5-oz-2-pack/-/A-1000054384,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1424,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV AOX Mist Broad Spectrum SPF 40 Face and Body Sunscreen 5 oz,"This all-mineral body and face mist sunscreen provides broad-spectrum SPF 40 protection against harmful UVA/UVB rays while nourishing and hydrating skin with Vitamin C, Vitamin E, Aloe Vera, and Coconut Fruit Extract. Its lightweight mineral spray formula applies easily and evenly for full head-to-toe coverage without greasy residue.",n.a.,5 oz,Spray,827854008002,1000054383,Target,https://www.target.com/p/eltamd-uv-aox-mist-broad-spectrum-spf-40-5-oz/-/A-1000054383,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1425,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),"EltaMD UV AOX Mist Broad-Spectrum SPF 40, 5 oz","EltaMD UV AOX Mist Broad-Spectrum SPF 40 is a convenient antioxidant-enhanced spray sunscreen for the face and body that provides broad-spectrum SPF 40 protection. The fast-drying, lightweight mist offers easy, even application without a heavy or sticky finish and is suitable for daily use and reapplication.",n.a.,5 oz,Spray,827854108009,1008812595,Target,https://www.target.com/p/eltamd-uv-aox-mist-broad-spectrum-spf-40-5-oz/-/A-1008812595,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1426,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),"EltaMD UV Active Broad-Spectrum SPF 50, Sport-Ready Sunscreen for Maximum Protection & Water Resistance","Dermatologist-recommended broad-spectrum SPF 50 sunscreen designed for active lifestyles and extended outdoor exposure. Its lightweight, non-greasy formula is water-resistant and suitable for sports, swimming, daily use, and most skin types.",n.a.,3 oz 1pk,Sunscreen,390205026005,1008812593,Target,https://www.target.com/p/eltamd-uv-active-broad-spectrum-spf-50-3-oz/-/A-1008812593,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1427,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Broad Spectrum Sport SPF 50+ Body Sunscreen 3 oz & 8 oz Combo Pack,"This sunscreen provides SPF 50 protection and is water-resistant for up to 80 minutes. The formula can be applied to both dry and wet skin and is suitable for activities such as running, swimming, or hiking.",n.a.,"3 oz & 8 oz combo pack, 2 count, 11 oz net weight",Sunscreen,810030481591,1002533253,Target,https://www.target.com/p/eltamd-uv-sport-spf-50-broad-spectrum-water-resistant-sunscreen-3-oz-sunscreen-8-oz-combo-pack/-/A-1002533253,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1428,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Clear Broad Spectrum SPF 46 Face Sunscreen,"This EltaMD UV Clear SPF 46 sunscreen contains niacinamide, hyaluronic acid, and lactic acid, and is designed to calm and protect sensitive skin while promoting the appearance of healthy-looking skin. It is noncomedogenic, fragrance-free, and provides broad-spectrum protection against UVA and UVB rays.",n.a.,1.7 oz 2pk (3.4 oz total),Sunscreen,689043825100,89187630,Target,https://www.target.com/p/elta-md-uv-clear-spf-46-1-7-oz-2-pack/-/A-89187630,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1429,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Clear Broad Spectrum SPF 46 Tinted Face Sunscreen,"The EltaMD UV Clear Tinted Broad-Spectrum SPF 46 Sunscreen protects against the sun while providing a flattering tint to minimize the look of imperfections. It contains hyaluronic acid to promote hydration and soothe the skin and does not contain oil or fragrance, making it suitable for sensitive skin.",n.a.,1.7 oz 2pk,Sunscreen,689043825117,89187609,Target,https://www.target.com/p/elta-md-uv-clear-tinted-spf-46-broad-spectrum-facial-sunscreen-1-7-oz-2-pack/-/A-89187609,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1430,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Clear Deep Tinted Broad-Spectrum SPF 46,"Daily facial sunscreen providing broad-spectrum SPF 46 protection with a deeper tint to complement a wider range of skin tones. The lightweight, oil-free, non-comedogenic formula is designed for sensitive and acne-prone skin types and blends smoothly into the skin.",n.a.,1.7 oz,Sunscreen,827854015277,1008812786,Target,https://www.target.com/p/eltamd-uv-clear-deep-tinted-broad-spectrum-spf-46-1-7-oz/-/A-1008812786,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1431,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Clear Deep Tinted Broad-Spectrum SPF 46,"A daily facial sunscreen with broad-spectrum SPF 46 protection and a deeper tint to complement a wider range of skin tones. The lightweight, oil-free, non-comedogenic formula is designed for sensitive and acne-prone skin and absorbs easily without leaving residue.",n.a.,1.7 oz 1pk,Sunscreen,827854015277,1008812786,Target,https://www.target.com/p/eltamd-uv-clear-spf-46/-/A-1008854079,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1432,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Clear SPF 46 Facial Sunscreen 1.7 Ounces,"EltaMD UV Clear SPF 46 Facial Sunscreen is a lightweight, 1.7-ounce formula designed for sensitive and acne-prone skin. It offers broad-spectrum protection against UVA and UVB rays while calming and protecting the skin with ingredients like niacinamide and hyaluronic acid.",n.a.,"1.7 ounces, 1",Sunscreen,390205025008,1002253152,Target,https://www.target.com/p/eltamd-uv-clear-spf-46-facial-sunscreen-1-7-ounces/-/A-1002253152,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1433,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Daily Broad Spectrum SPF 40 Deep Tinted Sunscreen,"Elta MD UV Daily Deep Tinted Broad Spectrum Facial Sunscreen SPF 40 provides protection and nourishment with a natural, dewy glow. The lightweight formula acts as a moisturizer, sunscreen, and skin-evening tint in one bottle and is suitable for normal, dry, or combination skin.",n.a.,1.7 fl oz,Sunscreen,827854015291,92948209,Target,https://www.target.com/p/elta-md-uv-daily-deep-tinted-broad-spectrum-facial-sunscreen-spf-40-1-7-oz/-/A-92948209,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1434,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Daily Broad Spectrum SPF 40 Face Sunscreen 1.7 oz 2 Pack,"An SPF 40 non-greasy cream for normal or combination skin that offers broad-spectrum protection and hydration. Micronized zinc, octinoxate, and hyaluronic acid help protect against UVA/UVB rays and provide long-lasting moisture.",n.a.,1.7 oz 2pk (3.4 oz total),Sunscreen,689043825223,89187629,Target,https://www.target.com/p/elta-md-uv-daily-spf-40-broad-spectrum-1-7-oz-2-pack/-/A-89187629,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1435,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Daily Broad Spectrum SPF 40 Tinted Face Sunscreen,"Broad-spectrum SPF 40 tinted face sunscreen with a light tint that hides imperfections. The water-resistant, non-greasy formula provides lightweight moisture and helps blur the appearance of fine lines.",n.a.,1.7 oz 2pk,Sunscreen,689043825124,89187636,Target,https://www.target.com/p/elta-md-uv-daily-spf-40-tinted-broad-spectrum-1-7-oz-2-pack/-/A-89187636,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1436,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),"EltaMD UV Daily Broad-Spectrum SPF 40 Face Sunscreen, 1.7 oz","Moisturizing facial sunscreen formulated for everyday protection and hydration, designed to help shield skin from UVA and UVB rays. It has a lightweight texture that absorbs smoothly without feeling heavy or greasy and is suitable for normal, dry, and combination skin types.",n.a.,"1.7 oz, 1 count",Sunscreen,390205022892,1008812791,Target,https://www.target.com/p/eltamd-uv-daily-broad-spectrum-spf-40-face-sunscreen-1-7-oz/-/A-1008812791,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1437,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Daily Broad-Spectrum SPF 40 Moisturizing Facial Sunscreen,"A lightweight facial sunscreen designed for everyday use while supporting skin hydration and barrier health. Formulated with zinc oxide for broad-spectrum UVA and UVB protection and hyaluronic acid for moisture retention, it is non-comedogenic, fragrance-free, and layers well under makeup.",n.a.,48 g / 1.7 oz 1pk,Sunscreen,390205022694,1008812801,Target,https://www.target.com/p/eltamd-uv-daily-broad-spectrum-spf-40-tinted-face-sunscreen-1-7-oz/-/A-1008812801,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1438,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Daily Deep Tinted Broad-Spectrum SPF 46,"EltaMD UV Daily Deep Tinted Broad-Spectrum SPF 46, 1.7 oz is a moisturizing mineral sunscreen formulated to provide enhanced sun protection while blending seamlessly into deeper skin tones. This tinted formula uses zinc oxide to deliver broad-spectrum UVA and UVB defense and helps minimize white cast for a more natural appearance.",n.a.,1.7 oz 1pk,Sunscreen,827854115298,1008812803,Target,https://www.target.com/p/eltamd-uv-daily-deep-tinted-broad-spectrum-spf-46-1-7-oz/-/A-1008812803,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1439,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Lotion Broad-Spectrum SPF 35 Face And Body Sunscreen,"A lightweight, dermatologist-recommended sunscreen formulated to provide broad-spectrum protection against harmful UVA and UVB rays for the face and body. The gentle, fast-absorbing formula helps maintain skin hydration and leaves skin feeling protected, soft, and refreshed.",n.a.,3 oz,Cream / Lotion,827854121688,1012022856,Target,https://www.target.com/p/eltamd-uv-lotion-broad-spectrum-spf-35-face-and-body-sunscreen-3-oz/-/A-1012022856,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1440,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Lotion Broad-Spectrum SPF 35 Face and Body Sunscreen 3 oz,EltaMD UV Lotion Broad-Spectrum SPF 35 Body Sunscreen provides broad-spectrum protection against harmful UVA and UVB rays with Zinc Oxide. It also contains hydrating ingredients and helps reduce the appearance of fine lines and wrinkles.,n.a.,3 oz,Cream / Lotion,827854021681,1009001197,Target,https://www.target.com/p/eltamd-uv-lotion-broad-spectrum-spf-35-face-and-body-sunscreen-3-oz/-/A-1009001197,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1441,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),"EltaMD UV Lotion Broad-Spectrum SPF 35, 8 oz","A lightweight, moisturizing broad-spectrum SPF 35 sunscreen formulated for both face and body use. It helps shield skin from harmful UVA and UVB rays, absorbs easily without residue, and is ideal for normal to dry skin types.",n.a.,"8 oz, 1 count",Cream / Lotion,827854109181,1008813025,Target,https://www.target.com/p/eltamd-uv-lotion-broad-spectrum-spf-35-8-oz/-/A-1008813025,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1442,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Restore Broad Spectrum SPF 40 Tinted Face Sunscreen,A 100% mineral broad-spectrum SPF 40 facial sunscreen featuring Squalane to restore moisture and suppleness. Its lightweight tinted formula is designed to hydrate and rejuvenate skin without leaving a greasy residue or heavy feeling.,n.a.,"1.7 oz, 1 count",Sunscreen,827854009924,1000041269,Target,https://www.target.com/p/eltamd-uv-restore-tinted-broad-spectrum-facial-sunscreen-spf-40-1-7-oz/-/A-1000041269,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1443,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Sport Broad Spectrum SPF 50+ Body Sunscreen,"The EltaMD UV Sport SPF 50 Sunscreen two-pack offers sun protection for the entire body. It is paraben-free, fragrance-free, ideal for sensitive skin, and water-resistant for outdoor activities.",n.a.,3 oz 2 Pack,Sunscreen,689043820167,89203596,Target,https://www.target.com/p/elta-md-uv-sport-spf-50-water-resistant-sunscreen-3-oz-2-pack/-/A-89203596,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1444,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Sport Broad Spectrum SPF 50+ Body Sunscreen 3 oz,"EltaMD SPF 50 UV Sport Water-Resistant Sunscreen provides UVA and UVB protection during outdoor exercising, sweating, or swimming. The fragrance- and paraben-free formula contains vitamin E and is suitable for dry, oily, sensitive, and acne-prone skin.",n.a.,3 oz 1ct,Sunscreen,840229810338,89430374,Target,https://www.target.com/p/elta-md-uv-sport-spf-50-broad-spectrum-water-resistant-sunscreen-3-oz/-/A-89430374,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1445,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Sport Broad-Spectrum SPF 50 Body Sunscreen,"A high-performance broad-spectrum SPF 50 sunscreen designed for full-body use during active and outdoor activities. It provides protection against UVA and UVB rays with a lightweight, comfortable feel and is suitable for sports, workouts, swimming, and extended time outdoors.",n.a.,8 oz 1pk,Sunscreen,827854108740,1008813230,Target,https://www.target.com/p/eltamd-uv-sport-broad-spectrum-spf-50-body-sunscreen-8-oz/-/A-1008813230,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1446,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Sport Broad-Spectrum SPF 50 Full-Body Sunscreen,A performance-focused broad-spectrum SPF 50 sunscreen designed for active lifestyles and outdoor conditions. It is suitable for full-body application and has a lightweight feel for comfortable wear.,n.a.,3 oz 1 count,Sunscreen,390205022878,1008813193,Target,https://www.target.com/p/eltamd-uv-sport-broad-spectrum-spf-50-full-body-sunscreen-3-oz/-/A-1008813193,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1447,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD UV Sport Broad-Spectrum SPF 50 Full-Body Sunscreen,EltaMD UV Sport Broad-Spectrum SPF 50 Full-Body Sunscreen is a performance-focused sunscreen designed for active lifestyles and outdoor conditions. It provides broad-spectrum UVA/UVB protection for full-body use with a lightweight feel.,n.a.,3 oz 1pk,Sunscreen,390205022878,1008813193,Target,https://www.target.com/p/eltamd-uv-sport-broad-spectrum-spf-50/-/A-1008854121,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1448,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),EltaMD Uv Clear Tinted Broad-Spectrum SPF 46 1.7 oz,"EltaMD UV Clear Tinted Broad-Spectrum SPF 46 is a lightweight, oil-free facial sunscreen with a sheer tint that helps even skin tone while providing broad-spectrum UVA and UVB protection. It is suitable for sensitive and acne-prone skin and is designed for daily use alone or under makeup.",n.a.,1.7 oz 1pk,Sunscreen,390205025206,1008812757,Target,https://www.target.com/p/eltamd-uv-clear-tinted-broad-spectrum-spf-46-1-7-oz/-/A-1008812757,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1449,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV AOX Elements Broad Spectrum SPF 50,"EltaMD UV AOX Elements Broad Spectrum SPF 50 is a pure mineral active antioxidant-enriched moisturizing sunscreen that is proven to be gentle enough for sensitive skin, even post-procedure.* It contains Vitamin E, a powerful antioxidant, which neutralizes free radical damage and supports the visible reduction of photoaging of the skin. Photoaging of the skin results in fine lines and wrinkles, dis",n.a.,1.7 oz Tinted,Sunscreen,n.a.,02519A,eltamd.com,https://eltamd.com/products/eltamd-uv-aox-elements-broad-spectrum-spf-50,Brand site,High,2026-08-31
CL-USA-ELTAMD-1450,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV AOX Mist Broad Spectrum SPF 40,"EltaMD UV AOX Mist Broad Spectrum SPF 40 is a reimagined sunscreen spray experience — a sheer-finish 100% mineral sunscreen spray that’s enriched with antioxidants to help prevent premature aging and rejuvenate skin. This lightweight and water-resistant formula is gentle enough to wear daily and leaves skin feeling hydrated and moisturized. With our white-to-clear technology, the only time you see",n.a.,5 oz Spray,Spray,n.a.,02671,eltamd.com,https://eltamd.com/products/eltamd-uv-aox-mist,Brand site,High,2026-08-31
CL-USA-ELTAMD-1451,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Active Broad Spectrum SPF 50+,EltaMD UV Active Broad Spectrum SPF 50+ is a pure mineral sunscreen with 100% mineral filters specially formulated for active lifestyles. EltaMD UV Active Broad Spectrum SPF 50+ is the perfect sun protection for any outdoor activity. It is a water resistant (80 minutes) sunscreen that will not rinse off in water. EltaMD UV Active delivers broad spectrum protection against UVA (aging) and UVB (burn,n.a.,3 oz,Sunscreen,n.a.,02600A,eltamd.com,https://eltamd.com/products/eltamd-uv-active-broad-spectrum-spf-50,Brand site,High,2026-08-31
CL-USA-ELTAMD-1452,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Blemish-Prone & Oil Balancing SPF 50,"EltaMD UV Clear Blemish-Prone & Oil Balancing SPF 50 is a breakthrough in suncare from the #1 Dermatologist Recommended Professional Sunscreen Brand. UV Clear Blemish-Prone & Oil Balancing SPF 50 is a lightweight, hybrid sunscreen specifically designed for and tested on acne-prone skin. This advanced formula allows you to protect and correct without compromise, offering a long-desired solution for",n.a.,0.5 0z Mini,Sunscreen,n.a.,222007,eltamd.com,https://eltamd.com/products/eltamd-uv-clear-blemish-prone-oil-balancing-spf-50,Brand site,High,2026-08-31
CL-USA-ELTAMD-1453,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Blemish-Prone & Oil Balancing SPF 50,"EltaMD UV Clear Blemish-Prone & Oil Balancing SPF 50 is a breakthrough in suncare from the #1 Dermatologist Recommended Professional Sunscreen Brand. UV Clear Blemish-Prone & Oil Balancing SPF 50 is a lightweight, hybrid sunscreen specifically designed for and tested on acne-prone skin. This advanced formula allows you to protect and correct without compromise, offering a long-desired solution for",n.a.,1.7 oz,Sunscreen,n.a.,211007,eltamd.com,https://eltamd.com/products/eltamd-uv-clear-blemish-prone-oil-balancing-spf-50,Brand site,High,2026-08-31
CL-USA-ELTAMD-1454,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Broad Spectrum SPF 46,"EltaMD UV Clear Broad Spectrum SPF 46 is formulated with 5% Niacinamide (Vitamin B3) to help reduce the appearance of blemishes and discoloration on your skin. This broad spectrum sunscreen contains micronized zinc oxide to protect your skin from damaging UVA (aging) and UVB (burning) rays. Ideal for daily use on various skin types, UV Clear is lightweight and helps even skin tone for a more smoot",n.a.,0.5 oz Mini,Sunscreen,n.a.,02501A,eltamd.com,https://eltamd.com/products/uv-clear-broad-spectrum-spf-46,Brand site,High,2026-08-31
CL-USA-ELTAMD-1455,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Broad Spectrum SPF 46,"EltaMD UV Clear Broad Spectrum SPF 46 is formulated with 5% Niacinamide (Vitamin B3) to help reduce the appearance of blemishes and discoloration on your skin. This broad spectrum sunscreen contains micronized zinc oxide to protect your skin from damaging UVA (aging) and UVB (burning) rays. Ideal for daily use on various skin types, UV Clear is lightweight and helps even skin tone for a more smoot",n.a.,1.7 oz,Sunscreen,n.a.,02500A,eltamd.com,https://eltamd.com/products/uv-clear-broad-spectrum-spf-46,Brand site,High,2026-08-31
CL-USA-ELTAMD-1456,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Broad Spectrum SPF 46,"EltaMD UV Clear Broad Spectrum SPF 46 is formulated with 5% Niacinamide (Vitamin B3) to help reduce the appearance of blemishes and discoloration on your skin. This broad spectrum sunscreen contains micronized zinc oxide to protect your skin from damaging UVA (aging) and UVB (burning) rays. Ideal for daily use on various skin types, UV Clear is lightweight and helps even skin tone for a more smoot",n.a.,3.7 oz,Sunscreen,n.a.,137000,eltamd.com,https://eltamd.com/products/uv-clear-broad-spectrum-spf-46,Brand site,High,2026-08-31
CL-USA-ELTAMD-1457,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Broad Spectrum SPF 46 Deep Tinted Face Sunscreen,"A lightweight and moisturizing broad spectrum facial sunscreen with SPF 46 and a sheer tint that helps shield skin from harmful UVA and UVB rays while helping to even out complexion. The formula is designed to provide a flawless, radiant, youthful, and natural glow.",n.a.,1.7 oz 1pk,Sunscreen,827854015277,92998987,Target,https://www.target.com/p/eltamd-uv-clear-deep-tinted-broad-spectrum-facial-sunscreen-spf-46-1-7-oz/-/A-92998987,Retailer listing,High,2026-08-31
CL-USA-ELTAMD-1458,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Deep Tinted Broad Spectrum SPF 46,"Designed and tested on deeper skin tones, EltaMD UV Clear Deep Tinted Broad Spectrum SPF 46 is a lightweight, oil-free sunscreen formulated with 5% Niacinamide (Vitamin B3) to help reduce the appearance of blemishes and discoloration on your skin. This broad-spectrum sunscreen contains micronized Zinc Oxide to protect your skin from damaging UVA (aging) and UVB (burning) rays. Ideal for daily use",n.a.,1.7 oz Tinted,Sunscreen,n.a.,61041952,eltamd.com,https://eltamd.com/products/eltamd-uv-clear-deep-tinted-broad-spectrum-spf-46,Brand site,High,2026-08-31
CL-USA-ELTAMD-1459,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Discovery Mini Kit,"Add to cart & enjoy 10% Off The EltaMD UV Clear Minis Discovery Set features our celebrated SPF 46 formula in both Tinted and Untinted mini sizes, the perfect way to try both and find your ultimate match (or keep one for home and one for on-the-go). Both dermatologists' favorites are formulated with high-purity niacinamide (vitamin B3) to help calm acne-prone skin, reduce discoloration, and delive",n.a.,n.a.,Sunscreen,n.a.,VS-UVTUM,eltamd.com,https://eltamd.com/products/uv-clear-discovery-mini-kit,Brand site,High,2026-08-31
CL-USA-ELTAMD-1460,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Duo Kit,"Add to cart & enjoy 10% Off EltaMD UV Clear Broad Spectrum SPF 46 Duo Kit is formulated with high-purity niacinamide (vitamin B3) to help reduce the appearance of blemishes and discoloration on your skin. This broad spectrum sunscreen contains micronized zinc oxide to protect your skin from damaging UVA (aging) and UVB (burning) rays. Ideal for daily use on various skin types, UV Clear Broad Spect",n.a.,n.a.,Sunscreen,n.a.,CLU-2PK,eltamd.com,https://eltamd.com/products/eltamd-uv-clear-2-pack,Brand site,High,2026-08-31
CL-USA-ELTAMD-1461,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Tinted & Untinted Duo Kit,"Add to cart & enjoy 10% Off The EltaMD UV Clear Tinted and Untinted Broad Spectrum SPF 46 Duo Kit features our celebrated formulas in both Tinted and Untinted options to seamlessly fit your daily routine. Both sunscreens are formulated with high-purity niacinamide (vitamin B3) to help reduce the appearance of blemishes and discoloration on your skin for a smoother, healthier-looking complexion. Po",n.a.,n.a.,Sunscreen,n.a.,UVC17-VB,eltamd.com,https://eltamd.com/products/uv-clear-tinted-untinted-twin-pack,Brand site,High,2026-08-31
CL-USA-ELTAMD-1462,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Tinted Broad Spectrum SPF 46,EltaMD UV Clear Tinted Broad Spectrum SPF 46 is a lightweight sunscreen with a sheer tint to help even skin tone. Formulated with 5% Niacinamide (Vitamin B3) to help reduce the appearance of blemishes and discoloration on your skin for a more smooth appearance. This broad spectrum sunscreen contains micronized zinc oxide to protect your skin from damaging UVA (aging) and UVB (burning) rays. Ideal,n.a.,0.5 oz Tinted Mini,Sunscreen,n.a.,02603,eltamd.com,https://eltamd.com/products/eltamd-uv-clear-tinted-broad-spectrum-spf-46,Brand site,High,2026-08-31
CL-USA-ELTAMD-1463,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Clear Tinted Broad Spectrum SPF 46,EltaMD UV Clear Tinted Broad Spectrum SPF 46 is a lightweight sunscreen with a sheer tint to help even skin tone. Formulated with 5% Niacinamide (Vitamin B3) to help reduce the appearance of blemishes and discoloration on your skin for a more smooth appearance. This broad spectrum sunscreen contains micronized zinc oxide to protect your skin from damaging UVA (aging) and UVB (burning) rays. Ideal,n.a.,1.7 oz Tinted,Sunscreen,n.a.,02520A,eltamd.com,https://eltamd.com/products/eltamd-uv-clear-tinted-broad-spectrum-spf-46,Brand site,High,2026-08-31
CL-USA-ELTAMD-1464,USA,EltaMD,Skin Care,Sun Care / SPF,EltaMD UV (Sun Care),UV Daily Deep Tinted Broad Spectrum SPF 40,"EltaMD UV Daily Deep Tinted Broad Spectrum SPF 40 is a sheer, lightweight moisturizing sunscreen formulated with Hyaluronic Acid to boost skin hydration. Designed and tested on deeper skin tones, it is formulated with our Invisible Blend Technology that blends in sheer for a no white cast finish. It is ideal for daily use on normal, dry and combination skin types. This broad spectrum sunscreen con",n.a.,1.7 oz Tinted,Sunscreen,n.a.,61041954,eltamd.com,https://eltamd.com/products/eltamd-uv-daily-deep-tinted-broad-spectrum-spf-40,Brand site,High,2026-08-31
